SKU,Product_Name,Category,Supplier,Stock_Qty,Reorder_Level,Unit_Cost,Warehouse,Last_Restock,Status
SKU-504314,Product 4315,Office,Metro Goods,847,-10,447.33,WH-BNE,18.08.2022,INSTOCK
SKU-504315,Product 4316,Home,Apex Supply,558,,10O.50,WH-ADE,2021/03/13,outofstock
SKU-504316,Product 4317,Accessories,Vertex Trading,375,"1,000",2445.3,WH-SYD,15.06.2021,In Stock
SKU-504317,Product 4318,Software,Metro Goods,581,0,977.34,WH-MEL,2026/02/04,In Stock
SKU-????,Product 4319,Software,PrimeSource,512,90,491.38,Sydney Warehouse,2024/12/09,INSTOCK
SKU 503253,Product 3254,Electronics,PrimeSource,10,25,863.07,Sydney Warehouse,32 Jan 2025,Low Stock
SKU-504320,Product 4321,Unknown,Metro Goods,809,73,"1,299.50",WH-MEL,16.08.2024,In Stock
SKU 502831,Product 2832,Office,Vertex Trading,845,0,,WH-SYD,28 May 2025,In Stock
SKU-504322,???,OFFICE,Apex Supply,"1,200",85,86.94,WH-SYD,2021/03/22,OOS
SKU-504323,Product 4324,Home,Vertex Trading,678,77,2145.65,WH-PER,2024/11/15,In Stock
SKU 504324,Product 4325,OFFICE,Nova,,twenty,"1.299,50",,15 Mar 2021,In Stock
N/A,Product 4326 ,Unknown,Apex Supply,151,113,,WH-ADE,05 Jul 2021,outofstock
SKU-504326,Product 4327,Office,Vertex Trading,167,15,1215.04,SYD,08/02/2022,low
SKU-????,Product 4328,OFFICE,Nova Wholesale,432,112,527.74,,   ,Not Available
SKU-504328,Product 4329,Home,Apex Supply,401,9999,1693.65,WH-SYD,09 Jul 2024,Not Available
12345,Product 4330,Electronics,Vertex Trading,4,127,699.19,WH-ADE,null,Low Stock
SKU-504330,Product 4331,Office,Global Parts,670,99,1684.84,WH-MEL,23/12/2023,In Stock
SKU-502655,Product 4332,Software,123,236,39,455.09,WH-ADE,Feb 30 2025,In Stock
SKU-504332,Unknown Item,Accessories,Vertex Trading,175,-10,"2 500,00",WH-ADE,12-13-2024,In Stock
SKU-504333,Product 4334,Home,123,693,9999,1304.32,wh-per ,2022/07/12,In Stock
,Product 4335,Electronics,123,820,108,USD 120,WH-SYD,11-18-2024,outofstock
SKU-504335,Product 4336,Office,Nova Wholesale,999999,86,1048.54,WH-MEL,2026-02-31,In Stock
N/A,Product 4337,accessory,PrimeSource,500 units,148,"1.299,50",WH-BNE,26 Sep 2021,LOW STOCK 
SKU-504337,Product 4338,OFFICE,Global Parts,843,103,1261.04,WH-SYD,22.02.2025,Available
SKU-500441,Product 442,Accessories,Apex Supply,166,NaN,"2 500,00",Warehouse 1,null,INSTOCK
SKU-504339,Product 4340,Software,Nova,856,-10,13.16,WH-PER, ,In Stock
N/A,Product 4341,Electronics,Global Parts,739,20,USD 120,WH-SYD,2025/06/20,In Stock
SKU-504341,Unknown Item,Office,Nova,NaN,82,"1,299.50",WH-BNE,26.12.2021,In Stock
SKU-504342,Product 4343,N/A,N/A,1O0,123,164.71,WH-MEL,10-19-2021,In Stock
SKU-504343,Product 4344,Accessories,unknown,,150,10O.50,WH-MEL,-,In Stock
SKU 504344,Product 4345,accessory,123,N/A,50 units,$99.99,N/A,09-01-2025,In Stock
sku-504345,???,Office,Global Parts,N/A,143,653.18,WH-MEL,2021-05-04,In Stock
SKU-504346,Product 4347,Home,Vertex Trading,456,0,1007.72,WH-ADE,29/07/2024,In Stock
SKU-504347,Product 4348,,123,"1,200",48,1989.46,WH-BNE,26.03.2021,In Stock
SKU-501987,product 4349,Electronics,Global Parts,999999,146,2113.67,WH-ADE,2023-06-15,In Stock
SKU-500038,Product 4350,electronics,Apex,619,35,1767.23,WH-PER,07-23-2026,OOS
,Product 4351,Home,N/A,532,118,87.76,WH-MEL,2021-09-21,N/A
SKU-504351,123456,Electronics,Nova Wholesale,-1,twenty,378.85,WH-ADE,20/06/2022,0
SKU-504352,Product 4353,Home & Living,Nova,999999,,415.92,WH-ADE,2023/09/12,in stock
sku-500689,Product 4354,Accessories ,Apex Supply,220,60,1003.9,WH-ADE,NULL,In Stock
SKU-504354,Product,Accessories,Metro Goods,67,73,2144.34,WH-SYD,14.12.2023,Low Stock
SKU-501331,Product 1332,Office,Nova Wholesale,867,N/A,9999999,WH-PER,29.07.2024,In Stock
SKU-504356,Product 4357,Software,PrimeSource,69,108,1815.41,WH-MEL,12-05-2023,Low Stock
SKU-504357,Product 4358,Unknown,Metro Goods,92,47,10O.50,WH-SYD,2025-02-15,In Stock
SKU-504358,123456,Software,,845,99,1220.74,WH-MEL,N/A,In Stock
SKU-504359,Product 4360,Home & Living,Apex Supply,4,50,275.3,WH-BNE,,Low Stock
SKU-504360,Product 4361,Electronics,Nova Wholesale,488,122,1278.27,WH-bne,12/09/2023,In Stock
SKU-504361,Product 4362,Office,N/A,-50,135,1517.45,WH-PER,09-11-2025,In Stock
SKU-504362,Product 4363,Electronics,Apex Supply,538,NaN,43.32,WH-MEL,08-15-2024,In Stock
SKU-504363,Product 4364,Unknown,Nova Wholesale,444,137,1314.96,WH-PER,07-19-2022,In Stock
N/A,Product 4365,Electronics,Global Parts,484,"1,000",1100.55,WH-BNE,   ,
SKU-504365,Product 4366,Electronics,,ten,145,780.65,WH-MEL,29 Mar 2021,In Stock
SKU-504366,Product 4367,Accessories,PrimeSource,317,148,2136.77,WH-ADE,30/07/2026,OOS
SKU-504367,Product 4368,Accessories,Global Parts,630,45,USD 120,WH-ADE,,
SKU-504368,Product 4369,Electronics,N/A,492,128,2046.41,Melbourne WH,10 Oct 2021,in stock
SKU-504369,Product 4370,Office,Vertex Trading,999999,122,"1.299,50",WH-SYD,00/00/0000,In Stock
SKU-504370,Product 4371,Software,Metro Goods,0.5,27,2324.34,WH-BNE, ,In Stock
SKU-504371,Product 4372,Software,Apex Supply,28,110,2231.23,WH-PER,   ,Low Stock
SKU-504372,Product 4373,Electronics,Apex Supply,534,103,1550.52,WH-ADE,03/04/2021,In Stock
SKU-504373,Product 4374,Electronics,Global Parts,0.5,105,2477.47,WH-SYD,11-14-2025,INSTOCK
SKU-504374,Product,Home,Nova Wholesale,406,90,1736.77,WH-ADE,2024-02-05,in stock
SKU-504375,Product 4376,Office,N/A,391,97,1290.01,wh-per ,28 May 2023,In Stock
SKU-504376,,Unknown,Apex Supply,608,30,-250,WH-BNE,00/00/0000,
SKU-504377,Product 4378,Office,Nova Wholesale,548,89,1473.13,WH-MEL,not-a-date,In Stock
SKU-504378,Product 4379,Accessories,Apex Supply,827,17,,WH-ADE,04-03-2021,In Stock
SKU-504379,,Software,Vertex Trading,N/A,75,1354.37,WH-BNE, ,In Stock
SKU-504380,Product 4381,Software,Nova Wholesale,77,50 units,1125.91,WH-ADE,?,in stock
SKU-504381,Product 4382,OFFICE,N/A,N/A,116,N/A,WH-PER,Feb 30 2025,In Stock
SKU-504382,N/A,Software,,522,134,541.69,WH-SYD,10.08.2026,In Stock
,Product 4384,Electronics,Metro Goods,407,52,604.37,WH-PER,08 Apr 2026,In Stock
SKU-504384,Product 4385,Software,GlobalParts,508,twenty,302.11,WH-MEL,31/02/2026,In Stock
SKU-504385,Product 4386,Accessories,Apex,865,40,998.4,WH-SYD,NULL,In Stock
SKU 504386,123456,Software,Metro Goods,NaN,0,-250,WH-ADE,2022-08-11,In Stock
SKU-504387,Product 4388,accessory,Apex Supply,614,NaN,N/A,unknown,2021-03-30,In Stock
SKU-504388,product 4389,Software,Metro Goods,407,72,FREE,Warehouse 1,24.12.2021,In Stock
NULL,Product 4390,Electronics,Metro Goods,489,32,1223.06,WH-MEL,12 Jul 2024,In Stock
SKU-504390,Product 4391,Accessories,Nova Wholesale,673,-10,1867.59,WH-BNE,N/A,In Stock
SKU 504391,Product 4392,Home & Living,PrimeSource,171,50 units,9999999,WH-MEL,02-24-2026,outofstock
,Product 4393,Home,Apex Supply,405,twenty,339.77,WH-PER,2022/12/16,In Stock
SKU 504393,Product 4394,Office,Vertex Trading,409,50,10O.50,SYD,06-29-2023,unknown
SKU-504394,Product 4395,,Vertex Trading,1O0,72,N/A,WH-PER,11.03.2025,Not Available
SKU-504395,Product 4396,Office,Vertex Trading,691,35,2080.52,SYD,06-13-2025,0
SKU-504396,Product 4397,Accessories,Nova Wholesale,66,148,458.17,Sydney Warehouse,99-99-9999,Low Stock
SKU-504397,product_name,Electronics, Nova Wholesale,0.5,62,1286.7,WH-SYD,06.12.2025,In Stock
SKU-504398,Product 4399,Electronics,Global Parts,NaN,29,2333.29,wh-per ,2022/07/22,In Stock
SKU-504399,Product 4400,soft ware,Nova,831,,2187.76,WH-BNE,2021/11/11,0
SKU-504400,Product 4401,Software,  Apex Supply  ,782,twenty,2345.54,WH-SYD,2024/12/19,Available
SKU-504401,Product 4402,,Global Parts,-1,89,10O.50,WH-ADE,30.10.2022,
sku-504402,Product 4403,office supplies,Vertex Trading,754,50 units,10O.50,N/A,none,In Stock
SKU-504403,Product 4404,Home,Nova Wholesale,314,127,1749.93,WH-MEL,not-a-date,In Stock
SKU-504404,Product 4405,Accessories ,Apex Supply,692,"1,000",401.13,WH-PER,15 Feb 2021,In Stock
SKU-504405,123456,office supplies,Metro Goods,429,66,FREE,SYD,2024-12-11,In Stock
sku-504406,Product 4407,electronic,Apex Supply,297,24,-250,WH-BNE,10/02/2023,N/A
SKU-504407,Product 4408,Electronics,Nova Wholesale,670,0,1695.01,WH-MEL,none,In Stock
SKU-504408,Product,Home & Living,Vertex Trading,624,91,2294.17,WH-BNE,null,In Stock
SKU-504409,Product 4410,,Apex Supply,18,9999,813.49,Sydney Warehouse,NA,Low Stock
sku-504410,Product 4411,Electronics,Global Parts,744,142,1017.09,WH-PER,32 Jan 2025,LOW STOCK 
SKU-504411,Product 4412,Electronics,123,134,91,-250,WH-MEL,2023/12/31,In Stock
SKU-504412,N/A,Office,Prime Source,276,N/A,625.51,wh-per ,16.10.2023,In Stock
12345,Product 4414,Office,GlobalParts,N/A,148,2110.14,WH-MEL,03-01-2022,In Stock
SKU-504414,Product 4415,N/A,Apex Supply,-1,N/A,2169.74,N/A,10.01.2024,
,Product 4416,Software,PrimeSource,554,115,10O.50,WH-ADE,2025-05-29,0
SKU-504416,Product 4417,Software,Vertex Trading,900,73,56.93,WH-PER,none,In Stock
SKU-504417,Product 4418,Office,Prime Source,774,0,"1,299.50",WH-PER,05-23-2024,In Stock
SKU-504418,Unknown Item,Electronics,Nova,669,62,FREE,WH-SYD,null,In Stock
SKU-504419,Product 4420,Electronics,Nova Wholesale,391,50 units,565.15,WH-ADE,03.07.2021,Not Available
SKU-504420,Product 4421,office supplies,Vertex Trading,494,9999,789.62,,28/01/2021,In Stock
SKU-504421,Product 4422,Office,123,339,-10,,WH-SYD,2022/12/03,in stock
SKU-504422,Product 4423,Accessories,Nova Wholesale,24,129,1012.02,WH-SYD,02-17-2025,Low Stock
N/A,Product 4424,Accessories ,Global Parts ,653,NaN,846.51,WH-SYD,01.06.2021,In Stock
SKU-504424,N/A,Software,GlobalParts,735,0,1175.27,WH-SYD,NA,0
SKU-504425,???,N/A,Apex Supply,206,99,422.44,wh-per ,07-31-2023,In Stock
SKU-504426,Product 4427,Unknown,Prime Source,712,110,1555.79,WH-MEL,28.04.2026,In Stock
SKU-504427,Product 4428,Software,123,364,-10,AUD 500,WH-MEL,12 Jan 2021,Available
SKU-504428,Product 4429,Home,Vertex Trading,426,72,1115.46,ADE,13/13/26,In Stock
SKU 504429,Product 4430,accessory,Nova Wholesale,49,46,87.18,SYD,13/13/26,In Stock
SKU-504430,Product 4431,Office,PrimeSource,,0,2406.78,unknown,Feb 30 2025,Not Available
SKU-504431,N/A,Home,Metro Goods,362,128,1283.02,WH-SYD,2021-01-07,In Stock
SKU-504432,Product 4433,N/A,Global Parts,500 units,NaN,152.78,,17/03/2021,Available
SKU-504433,Product 4434,Accessories,PrimeSource,788,47,406.08,Sydney Warehouse,unknown,In Stock
NULL,Product 4435,Home & Living,Nova Wholesale,,37,811.36,WH-ADE,2023/07/08,low
SKU-504435,Product 4436,Home,Nova Wholesale,773,84,9999999,WH-PER,31 Jul 2023,In Stock
SKU 504436,Product 4437,Office,N/A,334,65,1415.35,WH-BNE,02/07/2026,Available
,Product 4438,Office,Nova,-50,-10,2474.06,WH-MEL,NULL,in stock
sku-504438,Product 4439,Electronics,Vertex Trading,284,94,USD 120,WH-ADE,2026/06/03,In Stock
SKU-504439,Product 4440,Unknown,Nova Wholesale,280,N/A,"2 500,00",WH-BNE,N/A,In Stock
N/A,Product 4441,Home,Global Parts,603,124,1629.5,WH-SYD,13.07.2025,In Stock
SKU-502046,123456,Accessories,Metro Goods,833,34,1087.61,WH-ADE,Feb 30 2025,In Stock
SKU-504442,Product 4443,accessory,,729,37,833.59,WH-BNE,22/07/2023,unknown
SKU-504443,Unknown Item,office supplies,Vertex Trading,502,98,277.01,WH-MEL,30.11.2023,In Stock
SKU-504444,???,Electronics,Vertex Trading,498,105,2112.67,WH-BNE,2022/04/08,in stock
SKU-????,Product 4446,Accessories,Metro Goods,N/A,27,757.35,WH-PER,01 May 2021,In Stock
SKU-504446,Product 4447,soft ware,123,N/A,87,2220.89,WH-SYD,19 Oct 2021,In Stock
,Unknown Item,accessory,Vertex Trading,ten,N/A,142.55,WH-PER,30/03/2026,In Stock
SKU-504448,Product 4449,Electronics,N/A,NaN,20,1048.57,WH-PER,06 Aug 2022,In Stock
SKU-504449,???,Home,Metro Goods,814,113,27.89,Melbourne WH,2026/08/12,INSTOCK
SKU-504450,Product 4451,electronic,Global Parts,490,40,511.41,WH-PER,05-07-2021,In Stock
SKU-504451,Product 4452,Electronics,Apex Supply,-50,132,1986.24,WH-SYD,2025/11/02,In Stock
SKU-504452,Product 4453,Software,Vertex Trading,NaN,146,9999999,Warehouse 1,2023-05-12,In Stock
SKU-504453,product_name,accessory,unknown,819,81,790.85,WH-bne,04 Mar 2021,outofstock
SKU-504454,Product 4455,soft ware,Apex Supply,NaN,129,"2 500,00",WH-SYD,05-23-2021,In Stock
SKU-504455,Unknown Item,Accessories,Apex Supply,242,9999,"1,299.50",WH-MEL,2023-08-01,In Stock
SKU-504456,Product 4457,Office,Nova Wholesale,80,61,USD 120,WH-ADE,01-15-2021,In Stock
SKU-503696,Product 3697,electronic,Vertex Trading,232,116,440.35,WH-PER,03 May 2023,In Stock
SKU-504458,Product 4459,Electronics,Global Parts,450,50,N/A,WH-MEL,2023-11-10,In Stock
SKU-504459,Product 4460,Home,Nova Wholesale,322,94,9999999,WH-bne,2024/04/15,In Stock
SKU-503992,Product 3993,Home,GlobalParts,1O0,17,241.92,WH-SYD,30/07/2024,In Stock
SKU-504461,Product 4462,Accessories,Metro Goods,245,-10,"2 500,00",WH-BNE,2026-02-31,INSTOCK
SKU-504462,Product 4463,Software,Nova Wholesale,"1,200",38,USD 120,WH-PER,17 Jul 2022,0
SKU-504463,Product 4464,Electronics,,NaN,147,-250,Melbourne WH,07 Jul 2021,In Stock
SKU-504464,Product 4465,N/A,Apex Supply,403,26,1846.16,WH-ADE,2026-06-16,In Stock
SKU-501955,Product 4466,soft ware,Apex Supply,80,44,122.55,WH-ADE,21.10.2025,In Stock
SKU-504466,Product 4467,Home,Apex Supply,97,137,221.04,WH-bne,07-26-2025,LOW STOCK 
SKU 502472,PRODUCT 2473,Office,Nova Wholesale,835,118,1239.03,ADE,00/00/0000,In Stock
SKU-504468,Product 4469,Office,Global Parts,643,N/A,650.23,WH-SYD,N/A,In Stock
SKU-504469,Product 4470,Software,PrimeSource,16,104,406.9,WH-PER,2021-08-13,
SKU-504470,Product 4471,Electronics,  Global Parts  ,500 units,50 units,2455.49,WH-ADE,03.03.2024,Low Stock
SKU-504471,Product 4472,Accessories ,unknown,153,25,1755.75,WH-SYD,NA,1
SKU-504472,Product 4473,N/A,Nova Wholesale,3,81,2378.75,WH-ADE,2022-11-30,Low Stock
SKU-500023,Product 2844,Home,Global Parts,417,32,1926.05,WH-MEL,?,OOS
SKU-504474,Product 4475,ELECTRONICS ,123,712,145,2012.75,Melbourne WH,11.12.2022,In Stock
SKU-504475,Product 4476,electronics,PrimeSource,500 units,63,610.56,WH-ADE,2022/07/15,Low Stock
SKU-504476,Product 4477,Electronics,123,214,115,,WH-SYD,unknown,In Stock
SKU-504477,Product 4478,Electronics,N/A,597,1O,159.16,WH-PER,2022-09-03,In Stock
SKU-501872,product_name,Office,N/A,649,22,38.42,WH-PER,NA,In Stock
NULL,product_name,Electronics,unknown,500 units,N/A,"2 500,00",WH-ADE,03-26-2024,In Stock
SKU-504480,???,Office,123,855,147,"2 500,00",WH-SYD,17/04/2024,In Stock
NULL,,accessory,Apex Supply,749,52,726.57,N/A,02.03.2021,outofstock
SKU-504482,Product 4483,Home,PrimeSource,313,N/A,2401.48,WH-PER,31/03/2024,In Stock
SKU-504483,,Accessories,Global Parts,747,97,835.36,WH-ADE,06-03-2025,In Stock
NULL,Product 4485,Accessories,PrimeSource,630,74,"1.299,50",Warehouse 1,11/03/2024,In Stock
SKU-504485,Product 4486,Accessories,Global Parts,-50,130,2032.87,unknown,2022/02/01,0
SKU-504486,Product 4487,Electronics,Apex Supply,999999,30,1802.77,unknown,13.08.2024,In Stock
SKU-501368,Product 1369,Accessories,Apex Supply,1O0,96,1926.82,WH-SYD,13.04.2024,In Stock
SKU-504488,Product 4489,N/A,Nova,NaN,83,2329.05,WH-ADE,02.11.2022,In Stock
SKU-504489,123456,OFFICE,GlobalParts,62,44,-250,WH-PER,2025/11/19,In Stock
SKU-504490,Product,Home,Apex Supply,999999,"1,000",400.91,WH-BNE,23/05/2022,In Stock
SKU-504491,Product 4492,Electronics,Global Parts,0.5,NaN,261.69,WH-MEL,Feb 30 2025,In Stock
SKU-504492,Product 4493,Office,Global Parts,806,20,157.42,WH-bne,2021-11-02,In Stock
SKU-504493,Product 4494,Home,Apex Supply,596,149,627.82,WH-MEL,2021/05/07,In Stock
NULL,Product 4495,Accessories,PrimeSource,12,145,982.4,WH-BNE,null,Low Stock
SKU-504495,???,Software,Metro Goods,N/A,-10,1257.31,ADE,99-99-9999,In Stock
SKU-504496,Unknown Item,Home,Metro Goods,"1,200",104,-250,WH-BNE,15 Sep 2024,outofstock
SKU-504497,Product 4498,Software,Global Parts,764,22,1218.82,SYD,2023/05/15,In Stock
SKU 504498,Product,Home,Global Parts,408,86,2055.92,WH-MEL,01-02-2021,In Stock
SKU-504499,Product 4500,Software,Nova Wholesale,180,99,,N/A,19 Jul 2021,N/A
SKU-502737,Product 2738,Accessories,123,654,89,,WH-BNE,11.02.2022,In Stock
SKU-504501,N/A,Software,Vertex Trading,751,72,2360.96,WH-PER,2024-10-22,0
SKU-504502,Product 4503,Electronics,Global Parts,500 units,N/A,1645.08,WH-PER,03.12.2024,outofstock
SKU-504503,Product 4504,Unknown,PrimeSource,251,127,$99.99,,2025/02/11,In Stock
SKU-504504,Product 4505,Software,Apex Supply,N/A,87,AUD 500,WH-SYD,12-25-2024,
SKU-504505,Product 4506,Home,Vertex Trading,N/A,23,-250,WH-PER,20/02/2022,In Stock
SKU-504506,Product 4507,Accessories,Apex Supply,795,,-250,WH-ADE,2026/06/24,In Stock
SKU-500790,Product 4508,Software,Vertex Trading,497,9999,2233.16,WH-SYD,2025/00/12,In Stock
SKU-504508,product_name,Accessories,N/A,795,23,USD 120,WH-SYD,18 Jul 2026,
SKU-504509,Product 4510,Office,Global Parts,1O0,143,1665.31,WH-ADE,2025/00/12,In Stock
SKU-504510,Product 4511,,Prime Source,733,107,AUD 500,WH-SYD,00/00/0000,In Stock
SKU-504511,Product 4512,Office,Nova,999999,30,1214.23,WH-bne,2026/06/03,Available
SKU-504512,Product 4513,Software,Global Parts,"1,200",51,1566.94,WH-ADE,13/06/2024,In Stock
SKU-504513,???,Accessories,N/A,163,58,957.34,Melbourne WH,08 Jul 2023,In Stock
N/A,Product 4515,soft ware,Metro Goods,224,132,1687.8,WH-MEL,2023-06-03,In Stock
SKU-504515,Product 4516 ,Home,Vertex Trading,860,0,600.82,WH-MEL,2021-12-26,In Stock
SKU-504516,Product 4517,N/A,Apex Supply,1O0,1O,300.72,WH-MEL,02-24-2023,In Stock
SKU 504517,Product 4518,Electronics,Vertex Trading,1O0,139,2260.25,WH-SYD,null,In Stock
SKU-504518,Product 4519,Electronics,Global Parts,84,124,986.4,Sydney Warehouse,04/08/2023,Not Available
SKU-504519,Product 4520,accessory,Global Parts,772,31,FREE,Warehouse 1,2024/09/06,In Stock
SKU-504520,Product 4521,electronics,Prime Source,780,20,724.33,Sydney Warehouse,2024-08-10,In Stock
SKU-504521,Product 4522,Software,Metro Goods,93,16,319.17,N/A,2021/09/25,outofstock
SKU-504522,Product 4523,,Apex Supply,1O0,26,897.91,SYD,2021/09/29,OOS
,Product 4524,Home,Vertex Trading,603,22,"1.299,50",ADE,null,In Stock
SKU-504524,Product 4525,Accessories ,Nova Wholesale,868,66,1907.3,,2024/01/24,In Stock
N/A,Product,electronic,,-50,N/A,1231.17,WH-SYD,00/00/0000,In Stock
SKU-504526,Product  4527,Software,PrimeSource,N/A,50 units,126.2,WH-BNE,01 Jan 2026,low
SKU-504527,Product 4528,Accessories,PrimeSource,821,NaN,602.14,WH-MEL,2022-03-01,In Stock
SKU-504528,Product 4529,Office,N/A,-1,130,1247.5,Warehouse 1,02-25-2022,Low Stock
SKU-504529,Product 4530,Office,Global Parts,254,129,9999999,WH-MEL,00/00/0000,in stock
SKU-504530,Product 4531,electronics,Metro Goods,213,146,2020.08,wh-per ,10/03/2025,In Stock
,Product 4532,Office,Prime Source,869,105,"2 500,00",Melbourne WH,13/13/26,In Stock
SKU-504532,Product 4533,Accessories,unknown,876,56,1692.45,WH-MEL,unknown,In Stock
SKU-504533,,OFFICE,123,563,N/A,"1.299,50",WH-PER,28.11.2025,In Stock
SKU-504534,Product 4535,OFFICE,PrimeSource,34,-10,1805.72,WH-BNE,08-08-2023,Low Stock
SKU-504535,N/A,Home,Nova,747,,1991.79,WH-PER,10/09/2026,In Stock
SKU-503187,product_name,Office,PrimeSource,"1,200",NaN,2482.15,WH-PER,2025/00/12,Available
SKU-504537,Product 4538,office supplies,global parts,1O0,112,1832.95,WH-PER,24/09/2022,In Stock
SKU-504538,,Home,Apex Supply,459,58,2204.41,WH-PER,17/08/2021,In Stock
SKU-504539,Product 4540,soft ware,N/A,-50,61,10O.50,Sydney Warehouse,02-05-2021,outofstock
SKU-504540,Product 4541,electronics,Vertex Trading,549,93,209.75,WH-ADE,05.08.2024,In Stock
SKU-504541,Product 4542,Accessories,Metro Goods,0.5,25,AUD 500,WH-BNE,14/09/2021,In Stock
SKU-504542,Product 4543,Electronics,Global Parts,387,131,1489.05,WH-SYD,missing,N/A
SKU-504543,Unknown Item,Electronics,Metro Goods,582,50,"2 500,00",WH-ADE,02-20-2023,
12345,N/A,Home,PrimeSource,360,125,1330.78,Melbourne WH,?,In Stock
SKU-504545,Product 4546,Home & Living,Vertex Trading,411,15,1510.48,WH-BNE,24/02/2024,In Stock
SKU-504546,Product 4547,Software,Global Parts,ten,-10,1724.98,WH-ADE,28/03/2025,In Stock
sku-504547,Product 4548,Accessories ,Metro Goods,205,twenty,$99.99,unknown,31/02/2026,In Stock
SKU-504548,Product 4549,Electronics,N/A,827,119,-250,WH-BNE,06-29-2023,In Stock
SKU-504549,Product 4550,Electronics,PrimeSource,NaN,35,2318.22,,2024/12/20,Available
SKU-504550,123456,Electronics,Vertex Trading,NaN,72,10O.50,Melbourne WH,-,In Stock
SKU-504551,Product 4552,Accessories,Nova Wholesale,9,104,296.95,WH-MEL,18.07.2024,Low Stock
N/A,Product 4553,accessory,Apex Supply,596,129,1315.52,WH-PER,03.10.2023,In Stock
SKU-504553,Unknown Item,soft ware,Vertex Trading,775,31,90.71,WH-MEL,NULL,OOS
,Product 4555,electronic,GlobalParts,172,"1,000",1739.55,WH-PER,,In Stock
NULL,Product 4556,Accessories,Vertex Trading,-50,21,2270.98,unknown, ,1
SKU-504556,Product 4557,Home & Living,Global Parts,533,54,2376.79,,2022/06/11,In Stock
SKU-504557,Product 4558,office supplies,Apex Supply,N/A,94,USD 120,WH-ADE,2023-01-30,In Stock
,Product 4559,Electronics,Global Parts,652,52,829.83,WH-SYD,2025-07-24,In Stock
SKU-504559,Product 4560,Electronics,Global Parts,-1,112,617.55,WH-BNE,2021/05/09,Available
SKU-504560,Product 4561,Software,Metro Goods,87,110,1190.78,WH-MEL,2025-04-01,Low Stock
SKU-504561,Product,Electronics,Vertex Trading,839,111,53.57,WH-MEL,23.04.2025,OOS
sku-504562,Product 4563,office supplies,Nova Wholesale,599,104,1186.99,WH-MEL,13/13/26,Not Available
SKU-504563,Product 4564,accessory,Apex Supply,N/A,88,564.62,WH-BNE, ,In Stock
SKU-504564,Product 4565,Unknown,123,657,79,"1,299.50",WH-PER,2026/06/24,In Stock
SKU-504565,Product 4566,Accessories ,Nova Wholesale,330,34,,WH-SYD,null,In Stock
SKU-504566,Product 4567,Home,Global Parts,558,129,1027.94,SYD,24.08.2026,In Stock
SKU-504567,123456,OFFICE,Apex Supply,NaN,77,794.27,WH-MEL,18/11/2021,In Stock
SKU-504568,,Office,Apex Supply,246,132,10O.50,N/A,28 Dec 2023,In Stock
SKU-504569,Product 4570,Home,PrimeSource,822,18,-250,WH-ADE,22/01/2024,In Stock
SKU-504570,Product 4571,Office,Nova Wholesale,104,100,132.48,WH-MEL,11-10-2025,
SKU-504571,Product 4572,Electronics,Vertex Trading,486,92,1787.49,WH-MEL,26/04/2022,In Stock
NULL,Product 4573,accessory,Nova,517,NaN,2088.29,WH-PER,20.07.2026,N/A
SKU-504573,123456,Software,Vertex Trading,16,79,1763.94,WH-BNE,unknown,Low Stock
SKU-504574,Product 4575,,Nova,891,52,9999999,WH-MEL,11-15-2021,OOS
SKU-????,Product 4576,Home,Global Parts,0.5,135,2166.45,unknown,99-99-9999,N/A
SKU-504576,Product 4577,Accessories,Global Parts,265,0,N/A,WH-ADE,22 May 2024,In Stock
SKU-504577,product_name,Office,Vertex Trading,500 units,141,AUD 500,WH-PER,10.06.2026,In Stock
SKU-504578,N/A,Home,Global Parts,,115,2384.84,WH-MEL,99-99-9999,In Stock
SKU-504579,Product 4580,N/A,Vertex Trading,ten,131,1200.7,Sydney Warehouse,none,INSTOCK
SKU-504580,Product 4581,Accessories,Metro Goods,798,113,1063.16,SYD,NA,In Stock
SKU-504581,Product 4582,Electronics,Metro Goods,770,15,317.92,WH-MEL,09-24-2024,INSTOCK
sku-504582,,Home,Metro Goods,999999,80,1678.84,WH-ADE,2021/10/21,Available
SKU-504583,Product,Software,Apex Supply,632,64,2103.56,WH-SYD,2026/02/03,In Stock
SKU-504584,Unknown Item,Office,Nova Wholesale,603,112,1181.55,WH-BNE,31/02/2026,In Stock
SKU-504585,Product 4586,soft ware,Prime Source,ten,1O,2103.9,ADE,05-29-2021,In Stock
,Product 4587,Office,Global Parts,102,18,1015.7,WH-PER,2024/11/22,In Stock
SKU 502516, Product 4588,Office,Nova Wholesale,764,19,2398.99,ADE,05-08-2023,in stock
SKU-504588,Product 4589,Home,123,277,102,11.7,WH-ADE,14/08/2023,Not Available
N/A,Product 4590,Electronics,unknown,648,1O,1509.31,WH-bne,null,In Stock
SKU-502671,product_name,Accessories,Prime Source,41,122,366.69,WH-SYD,03.08.2024,LOW STOCK 
12345,Product 4592,Home,Metro Goods,616,37,"2 500,00",N/A,-,low
SKU-504592,Product 4593,soft ware,Apex,ten,26,9999999,WH-MEL,2021-12-21,In Stock
SKU-504593,Product 4594,OFFICE,PrimeSource,86,35,148.43,WH-ADE,07-13-2023,In Stock
SKU-504594,Product 4595,Accessories,Apex Supply,124,91,2122.03,WH-SYD,null,In Stock
